ingredients,raw_weights_g,cooking_method,cooked_weight_g,cooked_energy_kcal,cooked_protein_g,cooked_fat_g,cooked_carbohydrate_g,cooked_sodium_mg,cooked_cholesterol_mg,cooked_vitamin_c_mg,cooked_calcium_mg,cooked_iron_mg,cooked_potassium_mg
onion_beef_egg_cucumber,206.9_445.5_129.5_267.7,steam,993.7,845.3,103.06,30.94,38.64,1641.2,1131.8,19.52,285.7,19.76,1498.7
ginger,311.5,stir_fry,279.2,209.5,3.8,6.54,33.84,1615.4,0.0,4.72,82.5,4.44,784.9
egg,250.5,pan_fry,216.6,468.2,30.12,35.71,6.59,1265.6,1465.4,0.0,138.9,5.04,333.6
beef,409.7,boil,456.0,466.5,71.8,16.39,7.95,592.9,344.1,0.0,88.6,12.84,646.9
onion,256.0,pan_fry,230.0,114.7,2.64,1.79,22.01,1238.0,0.0,6.12,61.4,1.56,329.8
onion,205.3,boil,229.4,85.1,1.99,0.39,18.41,187.7,0.0,6.9,47.3,1.17,202.4
ginger,463.7,steam,450.5,241.3,5.88,2.69,48.39,779.0,0.0,10.0,123.9,6.47,1170.0
ginger,472.9,roast,359.4,315.4,5.79,9.93,50.72,1867.4,0.0,4.71,126.5,6.52,1176.1
garlic_egg,467.9_321.6,pan_fry,704.1,1649.9,58.31,98.06,133.54,3318.9,1881.4,9.72,369.6,12.04,1592.9
potato_carrot_pork,79.0_410.6_173.9,stir_fry,623.5,1274.0,25.71,104.66,57.3,4390.2,139.1,26.58,145.3,7.54,1221.1
potato_cucumber,70.2_288.0,boil,403.6,97.8,3.3,0.66,19.65,273.1,0.0,17.57,72.2,1.92,361.0
onion,228.9,stir_fry,197.8,112.6,2.28,1.6,22.27,1314.6,0.0,6.86,53.9,1.36,281.4
chicken,95.9,stir_fry,84.2,188.0,16.9,12.44,2.11,592.4,101.7,0.0,8.8,1.34,210.6
eggplant_shrimp_onion_chicken,277.7_487.2_191.5_470.9,boil,1564.9,1256.6,168.94,45.29,43.31,2043.3,1390.7,11.29,311.1,13.56,1965.6
shrimp_onion,444.1_209.1,stir_fry,591.7,508.0,75.71,9.24,30.52,3046.1,812.7,5.53,205.0,5.7,1085.2
ginger,268.8,roast,205.8,179.1,3.22,5.64,28.84,852.7,0.0,2.89,72.8,3.76,687.7
cauliflower_bell_pepper,433.2_279.9,steam,678.4,213.2,12.29,1.36,37.95,1207.8,0.0,267.08,125.3,6.05,1525.2
cabbage,233.1,stir_fry,219.7,76.6,3.17,1.63,12.3,1352.2,0.0,32.79,115.5,1.39,243.1
shrimp_small_pepper_potato,140.0_237.4_328.3,roast,560.2,529.5,31.87,8.07,82.34,1843.7,256.2,107.43,159.9,7.34,1697.8
tofu_orange,436.9_55.9,boil,509.1,362.9,32.75,15.05,24.1,341.4,0.0,6.29,694.4,8.08,428.4
beef,104.9,steam,101.9,124.8,19.64,4.19,2.13,185.2,88.1,0.0,23.7,3.46,195.2
pepper_shrimp,370.9_405.6,boil,800.8,1659.0,117.76,44.26,197.41,1194.6,742.2,0.0,179.6,24.75,3599.2
small_pepper_eggplant,360.9_263.6,steam,592.4,224.1,7.09,1.88,44.72,748.5,0.0,280.95,194.6,6.26,1093.1
potato_banana,168.9_459.6,stir_fry,566.8,602.1,9.15,4.4,131.47,3245.3,0.0,29.16,46.3,3.15,1542.3
cauliflower_garlic_cabbage_pepper,381.2_354.6_379.5_185.4,roast,981.5,1608.7,54.25,53.4,227.76,3884.4,0.0,105.35,438.8,21.41,3649.6
bell_pepper,104.0,steam,96.4,33.0,1.28,0.2,6.53,161.2,0.0,59.03,9.3,0.51,253.7
bell_pepper,197.3,steam,187.1,63.6,2.47,0.38,12.58,220.6,0.0,110.54,17.7,0.99,515.6
pepper_beef_eggplant,262.5_169.8_238.6,steam,619.1,1238.7,69.89,38.6,152.93,876.7,142.6,6.3,128.2,22.98,3214.9
bell_pepper,303.2,stir_fry,266.3,115.4,3.53,2.12,20.55,1660.2,0.0,100.5,27.4,1.53,743.0
small_pepper,94.1,boil,97.7,39.8,1.1,0.36,8.05,83.7,0.0,55.07,32.9,1.23,145.8
pineapple,299.0,boil,337.3,134.1,1.31,0.28,31.59,285.2,0.0,19.83,34.6,1.74,232.8
peach,78.3,steam,71.6,41.3,0.67,0.07,9.49,76.2,0.0,2.6,4.8,0.63,118.2
onion_pepper_tofu_egg,487.5_306.0_87.8_484.8,boil,1460.5,2009.9,109.33,78.84,215.75,1742.3,2836.1,14.7,532.1,31.61,3413.8
potato_pepper_tofu_onion,348.2_151.2_455.8_350.6,steam,1188.1,1359.2,65.3,36.65,192.03,1314.8,0.0,66.57,864.2,22.19,3487.4
cauliflower,481.0,braise,455.4,210.4,8.98,3.37,36.06,3200.2,0.0,93.36,112.6,5.2,791.9
potato_cucumber,176.9_217.1,boil,443.7,168.4,4.69,0.73,35.76,403.6,0.0,28.07,63.5,2.37,606.9
pepper_cauliflower_onion_cabbage,237.1_322.5_250.1_413.5,stir_fry,1136.0,1877.5,46.96,106.4,183.01,5119.6,0.0,142.51,370.9,21.6,3652.6
egg,106.8,steam,102.1,146.3,13.35,9.0,2.99,295.5,624.8,0.0,59.3,2.17,150.0
eggplant,324.2,steam,317.5,83.2,3.38,0.64,16.0,362.6,0.0,8.64,79.1,1.65,434.5
egg,123.3,roast,97.0,196.6,14.8,13.29,4.44,568.8,721.3,0.0,68.4,2.48,161.9
tomato_beef_pork,471.5_168.0_82.3,stir_fry,637.6,987.6,45.11,76.08,30.62,3985.9,207.0,28.31,90.9,8.86,1094.8
bell_pepper_ginger_cucumber,104.6_292.0_148.9,pan_fry,461.1,248.9,5.94,7.91,38.5,1636.1,0.0,43.11,124.1,5.42,1149.4
shrimp_pork_garlic_pepper,185.8_297.0_175.6_194.3,stir_fry,754.5,2473.6,99.81,158.9,161.05,4837.2,577.6,3.93,177.7,20.47,3088.1
cabbage_orange_kumquat,278.5_368.4_342.8,boil,1064.3,467.4,9.33,1.89,103.27,673.7,0.0,139.3,427.3,5.48,976.6
cauliflower_garlic_chicken_potato,134.7_174.5_146.7_324.4,steam,752.1,763.8,43.34,15.12,113.59,1171.0,155.5,99.87,139.1,8.11,1982.4
grape_chicken_eggplant_orange,434.0_477.5_193.0_348.4,roast,1129.8,1487.2,91.71,75.72,109.73,4967.5,506.2,52.31,231.2,10.16,2098.6
onion,260.6,roast,203.0,128.8,2.71,1.82,25.38,745.1,0.0,4.75,61.8,1.56,322.1
shrimp_potato_pepper,95.4_456.3_76.7,stir_fry,564.8,944.7,35.23,37.08,117.53,2695.7,174.6,41.46,78.9,9.21,2306.8
small_pepper,138.5,steam,134.5,60.0,1.67,0.55,12.09,210.4,0.0,103.71,50.7,1.93,278.2
eggplant,429.9,deep_fry,347.7,122.5,4.23,3.01,19.62,779.8,0.0,2.95,104.9,2.19,488.8
cucumber,458.3,deep_fry,364.9,92.1,3.32,3.21,12.49,1083.4,0.0,5.67,111.9,2.3,391.7
egg,499.3,deep_fry,386.5,1116.2,58.83,91.96,13.31,1768.6,2920.9,0.0,274.2,9.99,611.3
pepper_small_pepper_beef_tofu,175.7_264.4_483.6_447.6,stir_fry,1272.2,2357.7,153.21,126.88,150.73,8025.4,406.2,131.99,975.9,38.45,3526.5
shrimp_chicken,145.9_349.1,roast,382.1,799.4,84.42,46.18,11.54,1515.6,637.0,0.0,81.4,6.35,1022.0
cauliflower_cucumber_chicken_eggplant,129.6_237.7_155.3_83.7,stir_fry,526.2,612.0,33.15,42.39,24.45,2728.7,164.6,33.56,121.4,5.18,827.3
cauliflower_ginger_apple,435.9_341.0_57.8,roast,666.8,417.0,12.89,10.62,67.48,3531.2,0.0,69.27,196.9,10.07,1721.9
small_pepper,53.8,boil,60.6,23.5,0.64,0.21,4.77,40.4,0.0,33.49,19.1,0.7,82.0
carrot_pork,258.1_98.0,deep_fry,265.9,771.7,14.08,68.78,24.09,1028.4,78.4,5.09,88.1,4.2,568.9
tomato,203.5,stir_fry,181.8,57.8,1.64,1.42,9.62,1153.5,0.0,12.53,20.0,0.83,268.5
fish_eggplant_peach,402.2_104.7_115.4,boil,656.0,209.1,6.63,1.05,43.28,407.0,0.0,180.37,64.4,3.28,980.4
chicken_bell_pepper_cabbage,112.6_383.2_339.7,pan_fry,760.3,657.2,29.27,42.11,40.28,3100.9,119.4,163.11,207.7,5.56,1539.2
ginger,200.2,steam,191.9,102.3,2.43,1.14,20.56,295.4,0.0,3.9,54.8,2.8,540.8
onion,383.3,stir_fry,331.2,187.9,3.84,2.68,37.09,2102.6,0.0,11.31,93.3,2.27,484.7
eggplant,375.0,steam,373.0,95.8,3.91,0.71,18.43,462.4,0.0,8.84,89.7,1.88,471.1
peach,153.6,steam,147.0,82.3,1.29,0.15,18.93,191.3,0.0,5.36,9.1,1.24,225.6
cauliflower_pineapple_onion_fish,141.0_220.6_343.3_161.2,boil,949.5,324.2,8.95,1.41,68.93,878.6,0.0,122.03,148.8,5.48,998.5
chicken,214.0,stir_fry,201.8,467.4,38.1,32.95,4.62,1381.2,226.8,0.0,19.4,3.0,449.4
eggplant,314.1,steam,312.5,79.8,3.25,0.61,15.33,389.9,0.0,7.19,76.8,1.6,403.9
bell_pepper,228.1,steam,211.3,73.9,2.89,0.45,14.59,256.8,0.0,121.2,20.7,1.15,561.5
ginger_small_pepper,195.2_268.8,stir_fry,397.6,276.5,5.44,7.86,45.99,2197.3,0.0,146.12,152.7,6.44,984.7
fish,496.2,stir_fry,425.6,192.4,6.07,3.47,34.22,1770.6,0.0,167.71,43.8,2.47,1205.1
ginger_eggplant,135.5_428.6,braise,557.0,284.8,5.87,5.85,52.19,4093.7,0.0,7.81,140.1,4.11,774.1
chicken_cauliflower_cucumber,294.2_496.5_474.3,pan_fry,1138.2,1348.4,65.11,103.59,38.92,6446.5,311.9,113.62,258.7,11.9,1960.2
cauliflower_pork,138.1_212.2,boil,369.4,824.5,27.95,74.11,11.42,347.5,169.8,32.09,42.8,4.7,509.1
beef,453.6,steam,440.2,551.4,86.77,18.71,8.98,862.4,381.0,0.0,105.8,15.21,916.6
cauliflower_tomato,113.6_430.2,steam,515.5,124.3,5.9,1.06,22.81,599.5,0.0,81.5,70.1,2.95,797.0
egg_onion_cauliflower_tomato,358.3_120.1_170.5_208.2,stir_fry,792.7,1073.9,49.49,78.58,42.17,5411.6,2096.1,49.95,293.1,10.66,1163.4
shrimp_small_pepper_fish,291.0_313.4_301.1,boil,987.2,450.7,55.51,3.11,50.16,924.7,532.5,326.96,231.4,8.46,1515.4
egg_ginger_chicken_carrot,55.1_373.5_210.7_448.5,steam,1018.5,793.5,52.84,27.56,83.52,2143.4,545.7,35.11,289.5,13.62,2304.4
egg,472.5,braise,467.9,789.5,55.35,50.27,28.91,5045.8,2764.1,0.0,262.0,9.49,568.9
kiwi_potato_cabbage,175.6_61.0_364.1,boil,661.7,251.9,7.46,1.77,51.54,511.8,0.0,99.78,217.5,4.62,626.2
cabbage_shrimp,344.3_460.8,roast,640.7,545.2,81.18,10.47,31.55,3369.5,843.3,34.29,333.9,6.69,1237.2
carrot_strawberry_cabbage_cucumber,172.7_247.1_184.9_428.1,roast,773.8,352.4,9.29,7.23,62.55,3807.7,0.0,63.03,294.7,9.35,1153.5
onion,270.8,stir_fry,244.2,132.8,2.74,1.9,26.19,1369.0,0.0,7.43,66.0,1.63,333.0
eggplant_cucumber,74.2_407.7,boil,525.2,84.0,3.62,0.89,15.38,334.2,0.0,14.75,109.6,2.33,381.8
pineapple_fish_small_pepper,435.7_448.0_475.9,stir_fry,1246.1,656.4,13.3,11.32,125.31,5972.3,0.0,427.27,270.6,11.29,2334.0
carrot_potato_bell_pepper,188.2_246.3_200.6,boil,655.4,330.9,8.48,1.2,71.54,711.0,0.0,127.98,93.3,4.53,1225.7
small_pepper_shrimp_cauliflower,220.4_350.3_403.4,stir_fry,869.1,594.5,68.95,12.04,52.58,5556.8,641.0,211.23,301.9,10.84,1696.3
egg_carrot_tofu_pork,284.2_59.4_263.1_352.3,braise,893.6,2254.2,94.5,179.97,64.11,7394.5,1944.4,2.15,633.8,16.68,1226.9
cauliflower_pepper,259.5_437.3,braise,683.5,1919.8,62.32,71.05,257.79,5743.9,0.0,47.79,110.9,28.71,4048.0
carrot_pepper_beef_shrimp,375.9_490.5_106.3_362.6,stir_fry,1166.2,3025.6,150.05,136.5,299.24,5590.2,752.9,16.48,327.2,40.0,5904.1
ginger_carrot,433.5_456.2,pan_fry,781.9,470.5,9.19,12.3,80.76,3401.1,0.0,22.21,260.3,10.75,1760.0
beef_chicken_cucumber,131.6_110.7_50.1,stir_fry,274.8,516.3,43.15,34.57,8.16,1444.2,227.9,1.5,52.6,6.23,521.3
tofu_pepper,448.0_485.2,deep_fry,742.9,3051.4,101.06,175.94,265.93,2773.7,0.0,0.0,780.1,38.17,4451.7
cauliflower_egg,67.9_248.2,deep_fry,242.9,654.1,31.3,54.46,9.7,1272.4,1452.0,5.92,154.4,5.76,431.8
small_pepper_shrimp,103.8_327.0,deep_fry,335.0,338.6,54.52,7.18,13.98,1537.4,598.4,21.89,154.8,4.73,762.6
shrimp_cauliflower_cucumber,150.7_239.7_446.2,stir_fry,780.1,333.8,33.27,7.44,33.44,3339.8,275.8,60.84,217.3,6.42,1098.1
carrot,219.7,pan_fry,188.5,94.1,2.0,1.54,18.08,1199.1,0.0,9.22,70.9,2.18,368.2
tomato_garlic_bell_pepper,210.3_176.0_161.7,roast,423.5,353.4,10.75,3.84,68.98,1604.7,0.0,54.15,104.8,3.73,1158.0
onion,167.7,boil,175.7,69.4,1.64,0.32,14.99,136.0,0.0,5.6,37.9,0.94,176.4
cucumber,300.0,pan_fry,265.2,60.3,2.15,2.1,8.2,1351.3,0.0,8.27,70.6,1.47,258.0
carrot,469.0,steam,458.8,193.8,4.36,0.9,42.05,928.4,0.0,28.13,147.8,4.75,833.0
tomato,186.2,roast,141.6,55.1,1.57,1.3,9.27,674.6,0.0,8.43,18.7,0.74,248.6
shrimp_bell_pepper,212.4_455.5,stir_fry,617.5,368.1,39.99,6.91,36.51,3195.0,388.7,160.31,115.5,4.38,1499.3
cucumber_pepper_fish_beef,367.2_294.0_271.9_84.1,stir_fry,955.3,1855.1,60.3,97.79,183.44,3599.3,70.6,116.42,166.3,23.61,3963.2
pineapple_pork,470.2_147.5,stir_fry,560.9,1138.0,19.6,92.53,56.7,3168.8,118.0,30.75,65.6,5.28,713.9
eggplant_carrot_pepper,421.9_228.7_201.8,boil,922.3,927.2,34.31,24.95,141.33,888.9,0.0,20.28,190.2,15.51,2248.9
cabbage,274.3,stir_fry,258.4,90.2,3.82,1.92,14.41,1007.3,0.0,41.8,133.6,1.67,296.9
ginger,133.9,braise,129.2,104.9,1.58,2.81,18.31,770.0,0.0,1.54,36.1,1.85,320.2
pork_egg,142.1_356.4,deep_fry,373.4,1335.9,59.15,116.58,12.53,1665.4,2198.6,0.0,211.0,9.25,667.3
eggplant,324.6,stir_fry,279.1,106.5,3.34,2.27,18.18,1478.4,0.0,6.12,76.9,1.63,406.7
carrot_beef_onion,181.1_109.3_396.4,steam,622.9,373.0,26.22,5.7,54.19,943.5,91.8,29.97,175.6,7.76,1074.0
ginger_pepper_beef,389.2_295.9_497.1,stir_fry,1104.4,2453.8,133.16,120.36,209.48,7633.2,417.6,5.64,255.6,40.19,4676.3
ginger_cucumber,357.5_348.1,boil,732.8,236.7,6.71,2.69,46.4,641.1,0.0,16.74,171.7,6.3,1003.4
chicken,254.6,stir_fry,228.5,504.3,45.4,33.16,6.06,1277.0,269.9,0.0,23.0,3.59,550.2
shrimp_ginger,406.9_275.7,stir_fry,624.2,562.7,72.18,12.91,39.43,4594.7,744.6,3.87,218.4,7.9,1489.8
fish,324.0,stir_fry,291.5,129.8,3.96,2.27,23.38,1830.9,0.0,127.76,29.4,1.61,798.5
chicken,438.9,steam,409.3,706.1,80.88,39.97,5.71,661.1,465.2,0.0,39.6,6.26,972.3
pork,447.3,pan_fry,388.6,1841.5,54.82,175.64,10.37,2031.2,357.8,0.0,26.8,7.05,764.4
pork_pepper_apple,397.1_245.4_374.2,steam,997.8,2699.7,86.97,177.36,188.89,1458.8,317.7,7.09,68.0,23.79,3378.2
cucumber_carrot,285.4_214.8,braise,486.3,204.9,3.91,3.5,39.44,3721.0,0.0,16.98,135.7,3.58,554.6
tofu_orange_small_pepper,301.4_249.7_208.4,boil,835.6,445.4,26.16,11.82,58.59,751.3,0.0,157.91,636.0,8.68,874.8
ginger,497.8,braise,478.3,381.3,5.72,10.45,66.09,3600.9,0.0,6.29,136.7,6.89,1199.1
egg,137.7,stir_fry,124.4,248.1,16.59,17.97,5.01,993.7,805.5,0.0,75.9,2.72,184.7
egg_tomato,264.6_95.8,stir_fry,326.0,551.8,32.45,40.61,14.13,1536.3,1547.9,6.04,159.9,5.7,477.1
apple_tofu_grape,302.7_439.0_108.6,steam,835.9,573.0,35.38,17.07,69.47,927.3,0.0,18.55,737.9,10.43,954.3
garlic_carrot,492.8_269.5,steam,728.5,744.0,24.25,1.47,158.43,1131.5,0.0,32.55,273.5,8.67,1791.1
ginger_onion,363.0_77.9,roast,330.5,283.6,5.27,8.17,47.25,1572.4,0.0,5.48,118.4,5.61,1025.4
egg,470.8,pan_fry,413.2,974.7,57.46,77.14,12.66,2123.9,2754.2,0.0,266.8,9.33,601.0
small_pepper_chicken_cauliflower,474.6_352.4_118.2,stir_fry,850.2,1345.8,70.26,91.95,59.31,3584.4,373.5,286.77,231.1,12.98,1843.4
cauliflower,150.9,roast,111.7,53.3,2.93,1.06,8.03,594.2,0.0,20.97,34.3,1.63,246.3
small_pepper_tofu_eggplant_bell_pepper,61.9_317.0_344.2_473.2,boil,1251.8,506.7,32.09,13.2,64.9,847.1,0.0,224.78,633.6,10.35,1693.6
pineapple_kiwi_strawberry_ginger,289.4_277.6_374.7_194.2,steam,1036.3,535.4,9.44,3.7,116.08,1068.4,0.0,183.95,226.5,14.72,1614.1
cauliflower_beef_potato,252.7_283.9_290.0,steam,799.0,637.3,63.68,13.03,66.32,1200.4,238.5,109.92,143.8,14.58,1839.3
tofu_small_pepper,63.0_213.8,stir_fry,253.2,223.4,7.14,11.15,23.62,1522.3,0.0,100.57,182.8,4.18,481.0
pepper_egg_small_pepper_cucumber,224.7_470.8_213.2_391.8,stir_fry,1160.0,2392.3,93.33,149.29,168.85,7295.9,2754.2,125.33,465.6,28.27,3489.1
banana_pepper_lemon,124.1_277.8_386.3,deep_fry,596.5,2108.0,43.22,131.02,188.97,1502.7,0.0,14.86,426.2,20.07,3448.4
bell_pepper,342.9,braise,317.9,159.7,3.95,2.4,30.57,3423.3,0.0,99.6,31.3,1.68,741.8
cabbage,270.9,stir_fry,246.6,93.0,3.79,1.9,15.19,1540.2,0.0,34.65,132.7,1.6,280.0
pineapple_onion,363.8_447.2,boil,864.7,341.3,6.06,1.21,76.54,795.9,0.0,41.4,144.1,4.62,771.9
ginger_cauliflower,402.7_262.8,stir_fry,623.9,361.1,9.78,10.3,57.32,4033.4,0.0,64.41,169.2,8.68,1501.8
egg,425.9,stir_fry,386.9,815.6,52.85,60.04,15.96,2697.0,2491.5,0.0,236.4,8.58,547.2
potato_egg_pepper_garlic,258.4_61.6_424.7_359.9,roast,875.9,2617.9,86.73,88.7,368.16,3537.6,360.4,25.21,250.3,33.23,5925.9
bell_pepper,202.3,braise,197.6,97.6,2.42,1.42,18.79,1663.0,0.0,64.34,18.2,1.02,448.9
shrimp,66.6,boil,72.8,52.0,11.27,0.31,1.04,129.6,121.9,0.0,22.2,0.64,101.9
pepper,206.8,steam,196.6,774.4,29.72,24.94,107.78,225.5,0.0,0.0,24.6,12.23,2088.6
bell_pepper,100.3,stir_fry,90.3,38.3,1.2,0.7,6.81,529.6,0.0,38.71,8.9,0.49,243.1
cucumber_beef,51.5_367.9,pan_fry,359.1,745.9,69.22,48.45,8.24,1428.0,309.0,1.32,97.6,12.56,694.6
cucumber,232.9,steam,224.0,37.9,1.74,0.46,6.71,353.9,0.0,10.63,54.9,1.15,213.2
beef_chicken,122.3_296.4,roast,306.9,701.0,75.04,39.88,10.49,1564.1,416.9,0.0,55.9,8.18,856.7
cabbage_kumquat_onion,111.9_312.9_475.2,steam,860.4,415.5,9.26,1.75,90.66,1302.8,0.0,92.75,349.5,6.58,1134.3
bell_pepper_pork_beef_carrot,404.9_301.6_201.6_241.7,boil,1233.3,1577.7,77.24,115.28,57.82,1177.5,410.6,195.42,169.5,15.41,1762.5
pepper,460.3,steam,428.6,1727.2,65.77,53.31,246.09,565.0,0.0,0.0,54.5,28.07,4692.1
shrimp_garlic,188.4_119.9,roast,248.2,338.2,37.69,4.14,37.57,931.4,344.8,2.06,113.2,3.34,665.3
tomato_cucumber,111.8_161.8,pan_fry,229.5,60.9,2.12,1.92,8.79,1278.4,0.0,11.69,50.3,1.24,307.2
bell_pepper_cauliflower_potato_tomato,225.5_164.1_343.1_64.3,stir_fry,716.1,446.7,12.34,5.58,86.78,3868.0,0.0,150.74,91.3,6.01,1873.5
garlic,458.8,steam,433.7,589.7,19.5,0.92,125.87,525.6,0.0,16.1,179.7,5.49,1283.1
fish,460.5,stir_fry,422.9,185.9,5.5,3.22,33.73,2028.3,0.0,151.0,42.3,2.34,1077.8
shrimp,243.9,stir_fry,228.3,222.9,40.42,4.27,5.7,1638.8,446.3,0.0,85.1,2.39,449.2
fish_cabbage_potato,345.3_141.4_277.1,stir_fry,673.0,401.4,11.01,5.35,77.3,4060.9,0.0,156.29,124.7,4.86,1782.5
cucumber_chicken,130.9_86.8,steam,211.4,162.7,16.75,8.48,4.86,383.3,92.0,5.6,39.3,1.89,316.1
onion_potato,266.7_65.7,steam,315.3,160.5,4.06,0.65,34.62,498.6,0.0,20.85,69.1,2.13,569.0
shrimp_beef_chicken,281.1_165.0_480.3,stir_fry,813.6,1565.1,159.74,92.95,22.39,5454.4,1162.1,0.0,178.9,14.82,1798.4
eggplant_onion_potato_ginger,399.3_349.5_455.0_284.9,steam,1449.3,759.9,20.12,4.06,160.72,1804.9,0.0,93.82,296.5,11.92,3236.4
garlic,392.1,pan_fry,340.9,504.8,15.95,2.74,104.08,1486.0,0.0,7.78,154.0,4.78,1022.2
beef_shrimp_pepper,111.2_363.3_245.0,pan_fry,657.1,1811.9,116.12,91.95,129.97,3285.6,758.2,0.0,183.3,22.19,3192.6
cauliflower_cabbage_shrimp_egg,443.8_96.1_466.8_357.5,boil,1447.2,964.9,126.46,32.81,40.93,2396.9,2945.6,130.88,487.1,16.18,1783.8
kumquat_kiwi,458.5_477.8,boil,993.1,581.1,7.73,3.7,129.24,648.0,0.0,200.92,369.8,10.0,969.2
ginger,246.8,stir_fry,220.8,165.3,2.9,5.18,26.76,1146.3,0.0,3.57,66.0,3.5,626.0
pepper_tofu_eggplant,340.9_198.2_180.7,steam,679.7,1460.1,64.9,46.39,195.75,796.3,0.0,4.78,403.4,25.25,3791.3
cauliflower,490.6,boil,512.6,136.4,9.53,0.94,22.44,572.9,0.0,116.65,108.8,5.12,687.4
cabbage_tomato,486.7_156.9,braise,616.8,249.3,8.03,4.51,44.17,4286.9,0.0,67.61,251.7,3.5,667.3
pepper,214.8,roast,156.9,816.7,29.18,28.56,110.74,616.2,0.0,0.0,26.2,12.77,2033.3
kiwi_carrot_cucumber_onion,321.9_183.4_136.2_317.5,boil,1018.9,438.8,8.13,3.02,94.79,908.2,0.0,98.39,246.1,7.73,954.6
cucumber_pepper_shrimp,153.6_187.0_164.7,stir_fry,447.8,1090.2,55.43,50.58,103.31,2844.7,301.4,4.36,115.3,13.8,2204.8
beef,205.3,stir_fry,187.3,348.4,37.85,19.41,5.58,957.7,172.5,0.0,47.2,6.73,379.8
eggplant_ginger_beef_pepper,102.0_418.3_296.2_139.3,boil,998.4,1090.0,79.67,30.91,123.28,1166.8,248.8,8.17,207.8,23.27,2579.5
ginger_watermelon_tofu_shrimp,321.3_473.9_239.2_318.3,steam,1238.8,746.7,82.65,12.45,76.02,2319.3,582.5,19.73,639.7,13.89,2212.6
cauliflower_tofu_egg,156.5_426.7_79.6,roast,494.2,644.7,43.89,37.73,32.41,2832.8,465.7,25.54,780.5,11.6,860.5
onion_carrot_bell_pepper,65.5_213.5_260.7,pan_fry,479.7,211.8,5.62,3.78,38.82,2621.7,0.0,97.37,106.5,3.77,1038.9
eggplant_fish,369.0_210.3,stir_fry,520.0,204.2,6.42,4.06,35.51,2357.0,0.0,90.29,109.3,2.93,923.9
garlic_tofu_fish_cauliflower,180.9_417.9_179.6_146.4,boil,1017.3,648.1,42.68,15.42,84.64,895.6,0.0,104.13,762.2,12.08,1295.0
tofu_kumquat_pineapple,395.4_88.2_278.0,stir_fry,709.6,849.3,31.23,52.79,62.32,4498.2,0.0,25.62,734.6,9.95,787.9
egg_shrimp_cauliflower,184.0_184.7_313.7,stir_fry,593.1,794.8,61.44,49.03,26.94,2815.8,1414.4,66.23,239.9,8.86,1127.0
banana_cauliflower_chicken_tofu,209.1_170.7_214.1_259.9,steam,798.8,802.8,67.1,29.64,66.91,1077.8,226.9,56.54,505.9,10.5,1530.1
bell_pepper,415.2,stir_fry,366.9,164.7,5.02,2.91,29.61,2195.1,0.0,144.55,37.7,2.04,935.5
potato_fish,393.3_191.2,braise,570.0,461.0,9.11,4.09,96.93,5353.4,0.0,99.45,48.4,4.07,1437.6
bell_pepper_lemon,311.2_274.2,steam,541.1,207.9,6.72,3.77,36.76,629.7,0.0,182.64,305.9,3.69,1347.9
peach_cauliflower_egg,196.9_407.7_86.3,steam,679.0,337.6,20.87,8.53,44.33,968.3,504.9,120.53,152.0,7.74,1095.0
cauliflower_onion_cabbage,416.4_131.5_249.6,roast,622.4,291.3,12.49,5.58,47.77,2674.0,0.0,97.69,252.8,6.8,1173.8
beef,174.5,pan_fry,156.9,312.7,31.71,19.16,3.36,948.1,146.6,0.0,40.9,5.65,322.5
potato_cucumber,307.5_127.2,roast,341.5,283.9,6.45,3.04,57.68,1459.6,0.0,23.86,55.4,3.07,1048.5
chicken,424.3,stir_fry,368.9,904.5,76.45,62.45,9.15,2421.2,449.8,0.0,37.6,5.92,874.0
cabbage_cucumber,393.4_406.2,stir_fry,725.1,229.2,8.65,5.6,36.05,3604.7,0.0,61.47,288.1,4.36,789.0
potato,179.4,steam,169.2,140.6,3.33,0.35,31.03,275.1,0.0,26.53,14.4,1.45,558.6
cauliflower_chicken,398.8_167.6,roast,441.1,507.7,38.08,28.7,24.26,1739.5,177.7,56.11,107.9,6.73,1007.6
eggplant,402.3,pan_fry,350.0,118.2,4.12,2.82,19.1,1775.9,0.0,5.9,98.1,2.04,491.1
eggplant_pork_potato_small_pepper,474.1_473.0_211.8_447.8,stir_fry,1472.3,3235.8,73.47,271.96,123.55,7518.9,378.4,265.28,330.5,17.62,2964.8
pork_egg_tofu_pineapple,130.4_135.2_192.5_74.2,roast,405.5,972.0,47.51,74.99,26.77,1586.7,895.2,3.06,401.6,8.8,679.6
chicken_pork_cauliflower_carrot,403.0_152.2_304.0_457.4,boil,1373.5,1467.4,98.83,91.76,61.56,1763.9,548.9,89.05,251.2,15.08,1864.7
shrimp_pork,411.7_88.7,pan_fry,454.1,1008.9,82.0,71.95,8.36,2184.8,824.4,0.0,151.8,5.5,897.2
garlic_chicken,148.1_259.0,deep_fry,315.3,986.1,52.04,67.7,42.15,1075.3,274.5,1.61,81.9,5.41,878.3
egg,296.7,pan_fry,269.7,624.7,35.41,50.2,7.83,1706.5,1735.7,0.0,168.9,5.99,388.0
cabbage_beef_shrimp,170.8_332.7_411.1,stir_fry,823.6,1159.8,130.92,57.3,30.12,4670.3,1031.8,21.61,305.6,16.02,1506.5
shrimp,324.3,steam,316.7,257.5,55.45,1.62,5.27,757.5,593.5,0.0,111.7,3.3,615.0
